fk_tempo,fk_regiao,fk_cultura,diagnostico_causa_risco,total_custeio_contratado,total_contratos,taxa_inadimplencia_referencia_bcb,taxa_selic_mensal
2026-03-01,3,1,Oscilações de Mercado / Custo de Insumos,24587795.22906082,87,3.92,1.21
2026-03-01,9,2,Oscilações de Mercado / Custo de Insumos,7019440.202224191,68,3.92,1.21
2026-04-01,13,13,Oscilações de Mercado / Custo de Insumos,8802018.900592197,170,4.01,1.09
2026-05-01,8,1,Oscilações de Mercado / Custo de Insumos,5489037.2609881135,213,4.11,1.07
2026-07-01,8,5,Oscilações de Mercado / Custo de Insumos,24206423.007481296,100,4.19,1.22
2026-08-01,12,12,Oscilações de Mercado / Custo de Insumos,14416592.715227382,107,3.2,0.85
2026-08-01,9,2,Oscilações de Mercado / Custo de Insumos,27328552.65339655,123,3.2,0.85
2026-09-01,11,11,Oscilações de Mercado / Custo de Insumos,13068695.36508076,202,3.2,0.85
2026-09-01,3,1,Oscilações de Mercado / Custo de Insumos,14835544.126227878,98,3.2,0.85
2026-09-01,8,5,Oscilações de Mercado / Custo de Insumos,13852062.764216932,179,3.2,0.85
2026-09-01,8,1,Oscilações de Mercado / Custo de Insumos,23045018.82240746,125,3.2,0.85
2026-10-01,16,8,Oscilações de Mercado / Custo de Insumos,9200777.570894096,195,3.2,0.85
2026-11-01,2,11,Oscilações de Mercado / Custo de Insumos,23480665.580678396,141,3.2,0.85
2020-01-01,10,11,Oscilações de Mercado / Custo de Insumos,17549213.30767207,131,2.41,0.38
2020-02-01,16,8,Oscilações de Mercado / Custo de Insumos,14773635.04491528,186,2.38,0.29
2020-03-01,7,1,Oscilações de Mercado / Custo de Insumos,4299745.052048776,176,2.44,0.34
2020-03-01,1,11,Oscilações de Mercado / Custo de Insumos,27258856.89919452,115,2.44,0.34
2020-03-01,2,11,Oscilações de Mercado / Custo de Insumos,14737444.624747038,156,2.44,0.34
2020-04-01,15,11,Oscilações de Mercado / Custo de Insumos,24868257.382199753,100,2.48,0.28
2020-04-01,2,11,Oscilações de Mercado / Custo de Insumos,15793142.78763658,214,2.48,0.28
2020-04-01,8,5,Oscilações de Mercado / Custo de Insumos,11327095.582337502,194,2.48,0.28
2020-05-01,10,11,Oscilações de Mercado / Custo de Insumos,16285798.933668792,174,2.49,0.24
2020-05-01,12,12,Oscilações de Mercado / Custo de Insumos,23190515.078347858,153,2.49,0.24
2020-06-01,15,3,Oscilações de Mercado / Custo de Insumos,24544007.560419302,221,2.06,0.21
2020-07-01,3,1,Oscilações de Mercado / Custo de Insumos,21936115.174825296,49,1.94,0.19
2020-08-01,6,8,Oscilações de Mercado / Custo de Insumos,20373468.11904511,57,1.74,0.16
2020-08-01,9,4,Oscilações de Mercado / Custo de Insumos,16017289.429338507,200,1.74,0.16
2020-09-01,15,11,Oscilações de Mercado / Custo de Insumos,2817470.042050888,194,1.66,0.16
2020-10-01,1,11,Oscilações de Mercado / Custo de Insumos,6337888.991642398,114,1.59,0.16
2020-11-01,2,11,Oscilações de Mercado / Custo de Insumos,18278302.58563296,128,1.6,0.15
2020-12-01,3,10,Oscilações de Mercado / Custo de Insumos,4772772.572857138,71,1.52,0.16
2021-01-01,11,11,Oscilações de Mercado / Custo de Insumos,21538508.453784272,59,1.67,0.15
2021-01-01,3,1,Oscilações de Mercado / Custo de Insumos,25546484.88948208,216,1.67,0.15
2021-01-01,8,5,Oscilações de Mercado / Custo de Insumos,17084261.64554558,145,1.67,0.15
2021-03-01,2,11,Oscilações de Mercado / Custo de Insumos,23764212.06343181,191,1.72,0.2
2021-03-01,5,7,Oscilações de Mercado / Custo de Insumos,24455726.257882394,69,1.72,0.2
2021-04-01,6,8,Oscilações de Mercado / Custo de Insumos,16259959.17589152,207,1.78,0.21
2021-04-01,3,10,Oscilações de Mercado / Custo de Insumos,17972309.256949052,180,1.78,0.21
2021-04-01,8,5,Oscilações de Mercado / Custo de Insumos,4184254.785544853,105,1.78,0.21
2021-05-01,16,6,Oscilações de Mercado / Custo de Insumos,18065108.931858793,48,1.81,0.27
2021-05-01,14,1,Oscilações de Mercado / Custo de Insumos,10907623.419446308,106,1.81,0.27
2021-05-01,8,5,Oscilações de Mercado / Custo de Insumos,4124006.384434857,36,1.81,0.27
2021-06-01,2,11,Oscilações de Mercado / Custo de Insumos,19803736.241567276,21,1.71,0.31
2021-06-01,13,13,Oscilações de Mercado / Custo de Insumos,15205948.983430453,165,1.71,0.31
2021-06-01,9,2,Oscilações de Mercado / Custo de Insumos,4937767.853664381,140,1.71,0.31
2021-07-01,8,1,Oscilações de Mercado / Custo de Insumos,4735419.236802971,166,1.74,0.36
2021-09-01,3,10,Oscilações de Mercado / Custo de Insumos,13641053.354034828,54,1.68,0.44
2021-11-01,2,11,Oscilações de Mercado / Custo de Insumos,26049895.03815754,55,1.73,0.59
2021-11-01,14,1,Oscilações de Mercado / Custo de Insumos,10502236.0115594,71,1.73,0.59
2021-11-01,8,1,Oscilações de Mercado / Custo de Insumos,17726833.11740958,182,1.73,0.59
2021-12-01,5,7,Oscilações de Mercado / Custo de Insumos,27918105.39836382,77,1.63,0.77
2022-01-01,3,10,Oscilações de Mercado / Custo de Insumos,15044306.432578085,201,1.69,0.73
2022-02-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),11312151.359511372,144,1.61,0.76
2022-02-01,3,10,Oscilações de Mercado / Custo de Insumos,7551175.757121118,186,1.61,0.76
2022-02-01,5,7,Oscilações de Mercado / Custo de Insumos,22229679.899446405,100,1.61,0.76
2022-03-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),16904731.658473443,56,1.77,0.93
2022-03-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),20983235.955627434,148,1.77,0.93
2022-03-01,5,7,Oscilações de Mercado / Custo de Insumos,23758402.43527135,187,1.77,0.93
2022-05-01,15,3,Oscilações de Mercado / Custo de Insumos,28742857.450751107,155,1.79,1.03
2022-05-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),27676901.809512153,73,1.79,1.03
2022-06-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),2439300.476781296,208,1.76,1.02
2022-06-01,9,4,Oscilações de Mercado / Custo de Insumos,20547496.85913714,82,1.76,1.02
2022-08-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),26207644.593957536,54,1.94,1.17
2022-10-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),26355386.36559502,36,2.17,1.02
2022-10-01,3,10,Oscilações de Mercado / Custo de Insumos,21666495.73334039,194,2.17,1.02
2022-12-01,15,3,Oscilações de Mercado / Custo de Insumos,25328288.99270832,331,2.18,1.12
2023-01-01,9,2,Oscilações de Mercado / Custo de Insumos,23213201.573017336,148,2.38,1.12
2023-02-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),14852727.77107224,46,2.46,0.92
2023-02-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),10506643.184303854,164,2.46,0.92
2023-02-01,8,5,Oscilações de Mercado / Custo de Insumos,21066177.825042717,18,2.46,0.92
2023-03-01,15,11,Oscilações de Mercado / Custo de Insumos,17460357.409703646,80,2.54,1.17
2023-03-01,9,4,Oscilações de Mercado / Custo de Insumos,17486306.27862282,182,2.54,1.17
2023-05-01,16,8,Oscilações de Mercado / Custo de Insumos,13714184.217607109,53,3.1,1.12
2023-05-01,8,5,Oscilações de Mercado / Custo de Insumos,2596140.9640571256,127,3.1,1.12
2023-06-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),4170620.4165207297,87,3.15,1.07
2023-06-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),10368268.832956854,116,3.15,1.07
2023-07-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),26088305.073663235,50,3.34,1.07
2023-08-01,3,10,Oscilações de Mercado / Custo de Insumos,17807701.907895982,29,3.5,1.14
2023-09-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),27679980.629630048,167,3.52,0.97
2023-09-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),12393151.724332454,160,3.52,0.97
2024-01-01,13,13,Oscilações de Mercado / Custo de Insumos,6352318.006352116,66,3.57,0.97
2024-01-01,14,1,Oscilações de Mercado / Custo de Insumos,12405718.842032235,130,3.57,0.97
2024-01-01,8,1,Oscilações de Mercado / Custo de Insumos,6434443.202768985,28,3.57,0.97
2024-02-01,16,8,Oscilações de Mercado / Custo de Insumos,7438289.046851623,147,3.56,0.8
2024-03-01,8,1,Oscilações de Mercado / Custo de Insumos,2073205.7242119603,192,3.45,0.83
2024-03-01,9,4,Oscilações de Mercado / Custo de Insumos,3614462.8246895303,92,3.45,0.83
2024-04-01,15,3,Atraso de Transplante e Perda de Estufas,24572334.908138465,264,3.54,0.89
2024-04-01,5,7,Oscilações de Mercado / Custo de Insumos,10103368.906437557,46,3.54,0.89
2024-05-01,15,11,Enchentes Históricas / Calamidade Hídrica,27598347.175542116,164,3.54,0.83
2024-05-01,5,7,Oscilações de Mercado / Custo de Insumos,13892805.829798495,150,3.54,0.83
2024-06-01,4,9,Oscilações de Mercado / Custo de Insumos,11440047.684114613,195,3.36,0.79
2024-06-01,8,1,Enchentes Históricas / Calamidade Hídrica,15164874.467469221,18,3.36,0.79
2024-07-01,3,10,Enchentes Históricas / Calamidade Hídrica,18503895.52912002,159,3.2,0.91
2024-08-01,2,11,Oscilações de Mercado / Custo de Insumos,1984165.1399168218,71,3.22,0.87
2024-08-01,14,1,Enchentes Históricas / Calamidade Hídrica,14167983.375961354,166,3.22,0.87
2024-08-01,9,4,Enchentes Históricas / Calamidade Hídrica,8338110.43605706,28,3.22,0.87
2024-10-01,6,8,Oscilações de Mercado / Custo de Insumos,24069354.732793342,36,3.14,0.93
2024-11-01,6,8,Oscilações de Mercado / Custo de Insumos,23339102.807725906,37,3.09,0.79
2024-12-01,8,5,Oscilações de Mercado / Custo de Insumos,27304583.617375735,147,2.77,0.93
2025-01-01,8,5,Oscilações de Mercado / Custo de Insumos,27783656.569797378,138,3.12,1.01
2025-02-01,10,11,Oscilações de Mercado / Custo de Insumos,25349801.57032248,91,3.26,0.99
2025-02-01,14,1,Oscilações de Mercado / Custo de Insumos,25662178.23507058,124,3.26,0.99
2025-02-01,8,5,Oscilações de Mercado / Custo de Insumos,20122062.828306537,184,3.26,0.99
2025-04-01,6,8,Oscilações de Mercado / Custo de Insumos,22466619.31432042,34,3.48,1.06
2025-04-01,2,11,Oscilações de Mercado / Custo de Insumos,27234074.609639313,187,3.48,1.06
2025-05-01,12,12,Oscilações de Mercado / Custo de Insumos,9489407.168052787,120,3.48,1.14
2025-05-01,14,1,Oscilações de Mercado / Custo de Insumos,2975163.482217499,25,3.48,1.14
2025-06-01,7,1,Oscilações de Mercado / Custo de Insumos,8549309.172743512,172,3.51,1.1
2025-08-01,15,3,Atraso de Transplante e Perda de Estufas,16053064.070932144,380,3.78,1.16
2025-08-01,2,11,Oscilações de Mercado / Custo de Insumos,2521462.0605799956,172,3.78,1.16
2025-08-01,9,4,Oscilações de Mercado / Custo de Insumos,4842840.757253772,136,3.78,1.16
2025-09-01,7,1,Oscilações de Mercado / Custo de Insumos,27233444.426343903,123,3.65,1.22
2025-09-01,13,13,Oscilações de Mercado / Custo de Insumos,10772137.045469489,99,3.65,1.22
2025-10-01,11,11,Oscilações de Mercado / Custo de Insumos,13811820.323714554,187,3.72,1.28
2025-10-01,8,5,Oscilações de Mercado / Custo de Insumos,21759112.614095666,204,3.72,1.28
2025-11-01,3,10,Oscilações de Mercado / Custo de Insumos,11198346.765925752,35,3.57,1.05
2025-12-01,1,11,Oscilações de Mercado / Custo de Insumos,4708150.188332449,86,3.49,1.22
2025-12-01,8,5,Oscilações de Mercado / Custo de Insumos,5604148.6375781,202,3.49,1.22
2026-01-01,6,8,Oscilações de Mercado / Custo de Insumos,17149657.457482204,88,3.76,1.16
2026-01-01,8,5,Oscilações de Mercado / Custo de Insumos,5955952.586591102,133,3.76,1.16
2026-02-01,16,8,Oscilações de Mercado / Custo de Insumos,17081582.766701788,101,4.01,1
2026-02-01,7,1,Oscilações de Mercado / Custo de Insumos,10086277.922907837,78,4.01,1
2026-05-01,9,2,Oscilações de Mercado / Custo de Insumos,23996494.30267984,40,4.11,1.07
2026-05-01,9,4,Oscilações de Mercado / Custo de Insumos,9037417.91434901,59,4.11,1.07
2026-09-01,16,8,Oscilações de Mercado / Custo de Insumos,26702030.26907275,183,3.2,0.85
2026-09-01,1,11,Oscilações de Mercado / Custo de Insumos,23366813.764572114,146,3.2,0.85
2026-09-01,14,1,Oscilações de Mercado / Custo de Insumos,9535335.225228624,82,3.2,0.85
2026-10-01,15,11,Oscilações de Mercado / Custo de Insumos,13938293.715747276,199,3.2,0.85
2026-10-01,10,11,Oscilações de Mercado / Custo de Insumos,5150110.19202734,109,3.2,0.85
2026-11-01,8,5,Oscilações de Mercado / Custo de Insumos,10828627.012526063,140,3.2,0.85
2026-12-01,10,11,Oscilações de Mercado / Custo de Insumos,22398588.08923972,114,3.2,0.85
2026-12-01,9,2,Oscilações de Mercado / Custo de Insumos,24470748.883413505,57,3.2,0.85
2020-03-01,15,11,Oscilações de Mercado / Custo de Insumos,22007283.083171777,177,2.44,0.34
2020-05-01,7,1,Oscilações de Mercado / Custo de Insumos,3918357.1499171397,82,2.49,0.24
2020-05-01,4,9,Oscilações de Mercado / Custo de Insumos,8026103.652600871,198,2.49,0.24
2020-05-01,1,11,Oscilações de Mercado / Custo de Insumos,23684925.384438034,158,2.49,0.24
2020-06-01,16,8,Oscilações de Mercado / Custo de Insumos,8633724.380556718,74,2.06,0.21
2020-06-01,16,6,Oscilações de Mercado / Custo de Insumos,4239292.516514559,143,2.06,0.21
2020-06-01,9,4,Oscilações de Mercado / Custo de Insumos,6485154.981598815,35,2.06,0.21
2020-08-01,8,5,Oscilações de Mercado / Custo de Insumos,16966260.26229804,106,1.74,0.16
2020-09-01,7,1,Oscilações de Mercado / Custo de Insumos,18119730.466457807,122,1.66,0.16
2020-09-01,6,8,Oscilações de Mercado / Custo de Insumos,18500663.419253014,113,1.66,0.16
2020-09-01,9,4,Oscilações de Mercado / Custo de Insumos,6591089.124211452,62,1.66,0.16
2020-11-01,5,7,Oscilações de Mercado / Custo de Insumos,6448916.047028738,178,1.6,0.15
2020-12-01,10,11,Oscilações de Mercado / Custo de Insumos,9598041.572143946,100,1.52,0.16
2020-12-01,3,1,Oscilações de Mercado / Custo de Insumos,9482122.218489291,83,1.52,0.16
2021-01-01,8,1,Oscilações de Mercado / Custo de Insumos,12285839.793247052,204,1.67,0.15
2021-03-01,8,5,Oscilações de Mercado / Custo de Insumos,25724942.709150244,116,1.72,0.2
2021-05-01,10,11,Oscilações de Mercado / Custo de Insumos,10413292.189532716,208,1.81,0.27
2021-05-01,9,4,Oscilações de Mercado / Custo de Insumos,5173208.035450671,48,1.81,0.27
2021-06-01,7,1,Oscilações de Mercado / Custo de Insumos,4014345.6012338665,15,1.71,0.31
2021-07-01,15,11,Oscilações de Mercado / Custo de Insumos,4077311.5478905006,160,1.74,0.36
2021-08-01,6,8,Oscilações de Mercado / Custo de Insumos,20329428.505884446,61,1.72,0.43
2021-08-01,13,13,Oscilações de Mercado / Custo de Insumos,13701820.872140411,192,1.72,0.43
2021-09-01,4,9,Oscilações de Mercado / Custo de Insumos,22275679.42188707,78,1.68,0.44
2021-09-01,2,11,Oscilações de Mercado / Custo de Insumos,10084350.45616816,146,1.68,0.44
2021-09-01,14,1,Oscilações de Mercado / Custo de Insumos,18151460.457564145,193,1.68,0.44
2021-10-01,4,9,Oscilações de Mercado / Custo de Insumos,21512961.745017156,52,1.68,0.49
2021-10-01,13,13,Oscilações de Mercado / Custo de Insumos,12208927.012681622,194,1.68,0.49
2021-10-01,9,4,Oscilações de Mercado / Custo de Insumos,6557860.180197353,162,1.68,0.49
2021-11-01,1,11,Oscilações de Mercado / Custo de Insumos,12912223.588122513,151,1.73,0.59
2021-11-01,3,1,Oscilações de Mercado / Custo de Insumos,4531270.510557409,43,1.73,0.59
2021-11-01,13,13,Oscilações de Mercado / Custo de Insumos,5017642.484358225,165,1.73,0.59
2021-12-01,15,3,Oscilações de Mercado / Custo de Insumos,6715162.264179613,254,1.63,0.77
2021-12-01,4,9,Oscilações de Mercado / Custo de Insumos,6421339.046463051,196,1.63,0.77
2021-12-01,1,11,Oscilações de Mercado / Custo de Insumos,7566547.008924743,164,1.63,0.77
2021-12-01,13,13,Oscilações de Mercado / Custo de Insumos,5694963.467131559,119,1.63,0.77
2021-12-01,9,2,Oscilações de Mercado / Custo de Insumos,7174658.580628588,76,1.63,0.77
2022-01-01,15,11,Oscilações de Mercado / Custo de Insumos,20508351.0344935,92,1.69,0.73
2022-01-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),3778188.1316618975,171,1.69,0.73
2022-02-01,16,6,Oscilações de Mercado / Custo de Insumos,4040323.5083870636,88,1.61,0.76
2022-02-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),6553608.399352689,126,1.61,0.76
2022-02-01,9,2,Oscilações de Mercado / Custo de Insumos,2388695.8779870756,128,1.61,0.76
2022-04-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),19836142.786406685,75,1.78,0.83
2022-05-01,15,11,Oscilações de Mercado / Custo de Insumos,18540473.89575766,22,1.79,1.03
2022-05-01,16,6,Oscilações de Mercado / Custo de Insumos,18495467.390484557,132,1.79,1.03
2022-06-01,3,1,Oscilações de Mercado / Custo de Insumos,27945873.69597344,137,1.76,1.02
2022-06-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),21900333.169995524,43,1.76,1.02
2022-08-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),24335322.590149604,156,1.94,1.17
2022-08-01,14,1,Oscilações de Mercado / Custo de Insumos,19701379.607881412,190,1.94,1.17
2022-09-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),26168367.183355153,103,2,1.07
2022-09-01,3,1,Oscilações de Mercado / Custo de Insumos,23436398.864796784,45,2,1.07
2022-09-01,9,2,Oscilações de Mercado / Custo de Insumos,8606853.823880985,118,2,1.07
2022-10-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),27184599.808485117,189,2.17,1.02
2022-11-01,8,5,Oscilações de Mercado / Custo de Insumos,7136972.731038384,188,2.21,1.02
2022-11-01,9,4,Oscilações de Mercado / Custo de Insumos,21738828.56270657,64,2.21,1.02
2022-12-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),7709151.732025868,180,2.18,1.12
2022-12-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),3482274.151368513,202,2.18,1.12
2022-12-01,13,13,Oscilações de Mercado / Custo de Insumos,20713455.8516857,109,2.18,1.12
2023-01-01,15,11,Oscilações de Mercado / Custo de Insumos,15364045.056679439,111,2.38,1.12
2023-02-01,3,1,Oscilações de Mercado / Custo de Insumos,7578701.47296487,49,2.46,0.92
2023-03-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),11856795.378936263,26,2.54,1.17
2023-04-01,15,3,Oscilações de Mercado / Custo de Insumos,35157771.18351051,239,2.9,0.92
2023-04-01,3,1,Oscilações de Mercado / Custo de Insumos,22908558.00729139,134,2.9,0.92
2023-04-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),24442463.855063226,170,2.9,0.92
2023-04-01,14,1,Oscilações de Mercado / Custo de Insumos,26339069.13812799,51,2.9,0.92
2023-04-01,9,2,Oscilações de Mercado / Custo de Insumos,10083289.950390864,73,2.9,0.92
2023-04-01,9,4,Oscilações de Mercado / Custo de Insumos,2889208.907120273,193,2.9,0.92
2023-05-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),6054405.640152807,133,3.1,1.12
2023-06-01,8,1,Oscilações de Mercado / Custo de Insumos,7754464.234294568,49,3.15,1.07
2023-07-01,15,3,Oscilações de Mercado / Custo de Insumos,29953471.97004414,225,3.34,1.07
2023-09-01,13,13,Oscilações de Mercado / Custo de Insumos,13479721.961923398,132,3.52,0.97
2023-10-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),6786511.405859577,17,3.67,1
2023-10-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),11309139.92236499,16,3.67,1
2023-10-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),20943043.368268248,49,3.67,1
2023-10-01,5,7,Oscilações de Mercado / Custo de Insumos,15838685.333194729,69,3.67,1
2023-11-01,8,1,Oscilações de Mercado / Custo de Insumos,15940994.611510502,56,3.75,0.92
2023-11-01,9,2,Oscilações de Mercado / Custo de Insumos,11772330.289086398,187,3.75,0.92
2023-12-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),25976238.39145093,47,3.31,0.89
2024-03-01,4,9,Oscilações de Mercado / Custo de Insumos,2731956.7163313664,166,3.45,0.83
2024-04-01,11,11,Oscilações de Mercado / Custo de Insumos,17481527.28293038,182,3.54,0.89
2024-04-01,9,2,Oscilações de Mercado / Custo de Insumos,23860362.08571961,140,3.54,0.89
2024-05-01,1,11,Oscilações de Mercado / Custo de Insumos,17832841.23983807,198,3.54,0.83
2024-05-01,9,4,Enchentes Históricas / Calamidade Hídrica,21249518.92499974,24,3.54,0.83
2024-06-01,10,11,Oscilações de Mercado / Custo de Insumos,21338225.107558284,26,3.36,0.79
2024-06-01,11,11,Oscilações de Mercado / Custo de Insumos,21614134.036756057,89,3.36,0.79
2024-07-01,11,11,Oscilações de Mercado / Custo de Insumos,15431770.315268736,206,3.2,0.91
2024-07-01,13,13,Enchentes Históricas / Calamidade Hídrica,18635208.227822017,132,3.2,0.91
2024-08-01,11,11,Oscilações de Mercado / Custo de Insumos,13201726.460490348,63,3.22,0.87
2024-09-01,8,1,Oscilações de Mercado / Custo de Insumos,4789309.5640638545,203,3.19,0.84
2024-10-01,5,7,Oscilações de Mercado / Custo de Insumos,22602530.56884176,206,3.14,0.93
2024-10-01,8,5,Oscilações de Mercado / Custo de Insumos,24649955.340588886,149,3.14,0.93
2024-10-01,9,4,Oscilações de Mercado / Custo de Insumos,7167889.382748669,157,3.14,0.93
2024-11-01,2,11,Oscilações de Mercado / Custo de Insumos,11144779.522514237,166,3.09,0.79
2024-11-01,9,4,Oscilações de Mercado / Custo de Insumos,25540953.27486308,123,3.09,0.79
2024-12-01,16,8,Oscilações de Mercado / Custo de Insumos,23293890.6951631,138,2.77,0.93
2024-12-01,1,11,Oscilações de Mercado / Custo de Insumos,6148018.256749567,176,2.77,0.93
2025-02-01,7,1,Oscilações de Mercado / Custo de Insumos,25568509.80449274,129,3.26,0.99
2025-02-01,1,11,Oscilações de Mercado / Custo de Insumos,27392168.606979273,161,3.26,0.99
2025-02-01,9,2,Oscilações de Mercado / Custo de Insumos,18079225.828042477,85,3.26,0.99
2025-03-01,2,11,Oscilações de Mercado / Custo de Insumos,6655650.703652319,134,3.2,0.96
2025-03-01,3,10,Oscilações de Mercado / Custo de Insumos,22617950.901944984,76,3.2,0.96
2025-04-01,10,11,Oscilações de Mercado / Custo de Insumos,22075646.9801301,188,3.48,1.06
2025-04-01,8,5,Oscilações de Mercado / Custo de Insumos,1876531.0546796846,167,3.48,1.06
2025-07-01,1,11,Oscilações de Mercado / Custo de Insumos,19431725.50673413,178,3.71,1.28
2025-09-01,2,11,Oscilações de Mercado / Custo de Insumos,6899144.521667644,123,3.65,1.22
2025-10-01,6,8,Oscilações de Mercado / Custo de Insumos,21341533.012027714,163,3.72,1.28
2025-10-01,1,11,Oscilações de Mercado / Custo de Insumos,14029690.423457123,34,3.72,1.28
2025-10-01,14,1,Oscilações de Mercado / Custo de Insumos,15488036.60962317,116,3.72,1.28
2025-11-01,3,1,Oscilações de Mercado / Custo de Insumos,2600395.7758465554,107,3.57,1.05
2026-01-01,15,11,Oscilações de Mercado / Custo de Insumos,23866445.554211434,67,3.76,1.16
2026-02-01,3,10,Oscilações de Mercado / Custo de Insumos,2908043.8296342473,200,4.01,1
2026-03-01,16,8,Oscilações de Mercado / Custo de Insumos,27986015.703249525,154,3.92,1.21
2026-03-01,6,8,Oscilações de Mercado / Custo de Insumos,12712416.11588163,27,3.92,1.21
2026-03-01,2,11,Oscilações de Mercado / Custo de Insumos,24860106.53354291,68,3.92,1.21
2026-05-01,14,1,Oscilações de Mercado / Custo de Insumos,3780852.0641588704,46,4.11,1.07
2026-07-01,15,3,Atraso de Transplante e Perda de Estufas,16719692.19222109,109,4.19,1.22
2026-07-01,9,2,Oscilações de Mercado / Custo de Insumos,22351826.479689542,88,4.19,1.22
2026-08-01,15,3,Atraso de Transplante e Perda de Estufas,13234440.16485703,369,3.2,0.85
2026-08-01,10,11,Oscilações de Mercado / Custo de Insumos,14399321.840998836,107,3.2,0.85
2026-10-01,15,3,Atraso de Transplante e Perda de Estufas,16809979.23509869,56,3.2,0.85
2026-11-01,3,10,Oscilações de Mercado / Custo de Insumos,13896962.96790372,181,3.2,0.85
2026-11-01,8,1,Oscilações de Mercado / Custo de Insumos,22945257.681307618,176,3.2,0.85
2020-01-01,15,3,Oscilações de Mercado / Custo de Insumos,43647667.531196915,146,2.41,0.38
2020-01-01,16,8,Oscilações de Mercado / Custo de Insumos,5887056.432808509,136,2.41,0.38
2020-01-01,4,9,Oscilações de Mercado / Custo de Insumos,27211638.12664425,67,2.41,0.38
2020-02-01,6,8,Oscilações de Mercado / Custo de Insumos,23867861.09438896,205,2.38,0.29
2020-02-01,13,13,Oscilações de Mercado / Custo de Insumos,10323654.665997526,204,2.38,0.29
2020-03-01,16,8,Oscilações de Mercado / Custo de Insumos,26069083.017049745,19,2.44,0.34
2020-03-01,8,1,Oscilações de Mercado / Custo de Insumos,25578241.61686364,146,2.44,0.34
2020-04-01,11,11,Oscilações de Mercado / Custo de Insumos,11135003.357616743,106,2.48,0.28
2020-06-01,3,1,Oscilações de Mercado / Custo de Insumos,6034672.309278881,127,2.06,0.21
2020-06-01,2,11,Oscilações de Mercado / Custo de Insumos,19327492.273512788,180,2.06,0.21
2020-07-01,15,11,Oscilações de Mercado / Custo de Insumos,16014554.040538361,47,1.94,0.19
2020-07-01,4,9,Oscilações de Mercado / Custo de Insumos,18335832.001128286,22,1.94,0.19
2020-07-01,5,7,Oscilações de Mercado / Custo de Insumos,2204963.3530563265,138,1.94,0.19
2020-07-01,8,1,Oscilações de Mercado / Custo de Insumos,27484687.493360396,113,1.94,0.19
2020-08-01,3,1,Oscilações de Mercado / Custo de Insumos,17821659.22468083,167,1.74,0.16
2020-09-01,15,3,Oscilações de Mercado / Custo de Insumos,26379164.302620415,211,1.66,0.16
2020-10-01,16,8,Oscilações de Mercado / Custo de Insumos,12793521.635608096,107,1.59,0.16
2020-10-01,16,6,Oscilações de Mercado / Custo de Insumos,16630174.9149448,90,1.59,0.16
2020-11-01,8,1,Oscilações de Mercado / Custo de Insumos,11546873.847770918,50,1.6,0.15
2020-12-01,16,6,Oscilações de Mercado / Custo de Insumos,23453185.612022832,98,1.52,0.16
2020-12-01,8,1,Oscilações de Mercado / Custo de Insumos,4867155.830403274,89,1.52,0.16
2021-01-01,16,6,Oscilações de Mercado / Custo de Insumos,7910575.497522629,179,1.67,0.15
2021-01-01,1,11,Oscilações de Mercado / Custo de Insumos,20273210.34457249,196,1.67,0.15
2021-01-01,5,7,Oscilações de Mercado / Custo de Insumos,4879187.665560148,214,1.67,0.15
2021-02-01,8,1,Oscilações de Mercado / Custo de Insumos,8610686.406781683,55,1.65,0.13
2021-03-01,4,9,Oscilações de Mercado / Custo de Insumos,6118657.641789425,123,1.72,0.2
2021-04-01,4,9,Oscilações de Mercado / Custo de Insumos,22034741.86347375,196,1.78,0.21
2021-04-01,13,13,Oscilações de Mercado / Custo de Insumos,7379661.031533461,89,1.78,0.21
2021-04-01,9,2,Oscilações de Mercado / Custo de Insumos,12189420.896817278,93,1.78,0.21
